Temperature, WindSpeed, Event
0.744,0.193,0.000
0.817,0.193,0.000
0.785,0.322,0.000
0.785,0.387,0.000
0.774,0.451,0.000
0.774,0.387,0.000
0.785,0.356,0.000
0.765,0.387,0.000
0.734,0.451,0.000
0.714,0.387,0.000
0.704,0.322,0.000
0.704,0.291,0.000
0.704,0.227,0.000
0.704,0.000,0.000
0.704,0.129,0.000
0.693,0.129,0.000
0.704,0.000,0.000
0.693,0.000,0.000
0.682,0.098,0.000
0.682,0.098,0.000
0.693,0.129,0.000
0.714,0.193,0.000
0.725,0.162,0.000
0.753,0.258,0.000
0.744,0.258,0.000
0.753,0.227,0.000
0.765,0.322,0.000
0.765,0.322,0.000
0.785,0.258,0.000
0.785,0.322,0.000
0.753,0.356,0.000
0.734,0.387,0.000
0.725,0.322,0.000
0.725,0.227,0.000
0.714,0.193,0.000
0.714,0.000,0.000
0.714,0.162,0.000
0.707,0.162,0.000
0.693,0.098,0.000
0.693,0.162,0.000
0.704,0.098,0.000
0.704,0.000,0.000
0.704,0.000,0.000
0.693,0.000,0.000
0.704,0.129,0.000
0.725,0.129,0.000
0.734,0.098,0.000
0.774,0.162,0.000
0.826,0.000,0.000
0.796,0.322,0.000
0.785,0.387,0.000
0.796,0.322,0.000
0.774,0.356,0.000
0.774,0.356,0.000
0.753,0.322,0.000
0.734,0.291,0.000
0.725,0.420,0.000
0.714,0.322,0.000
0.704,0.129,0.000
0.704,0.129,0.000
0.704,0.000,0.000
0.704,0.162,0.000
0.693,0.129,0.000
0.693,0.129,0.000
0.682,0.098,0.000
0.682,0.098,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.693,0.000,0.000
0.714,0.000,0.000
0.744,0.129,0.000
0.765,0.258,0.000
0.765,0.258,0.000
0.785,0.291,0.000
0.753,0.322,0.000
0.753,0.322,0.000
0.765,0.356,0.000
0.753,0.420,0.000
0.744,0.485,0.000
0.734,0.420,0.000
0.714,0.322,0.000
0.704,0.387,0.000
0.693,0.291,0.000
0.682,0.258,0.000
0.682,0.098,0.000
0.693,0.162,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.682,0.129,0.000
0.677,0.129,0.000
0.682,0.000,0.000
0.693,0.000,0.000
0.682,0.098,0.000
0.704,0.000,0.000
0.723,0.000,0.000
0.765,0.227,0.000
0.753,0.227,0.000
0.774,0.258,0.000
0.765,0.291,0.000
0.765,0.291,0.000
0.753,0.387,0.000
0.753,0.356,0.000
0.734,0.387,0.000
0.714,0.387,0.000
0.722,0.356,0.000
0.693,0.322,0.000
0.682,0.227,0.000
0.673,0.227,0.000
0.662,0.227,0.000
0.654,0.193,0.667
0.656,0.098,0.000
0.662,0.162,0.000
0.673,0.129,0.000
0.673,0.000,0.000
0.673,0.000,0.000
0.673,0.098,0.000
0.682,0.193,0.000
0.689,0.129,0.000
0.703,0.098,0.000
0.732,0.098,0.000
0.765,0.098,0.000
0.753,0.227,0.000
0.765,0.258,0.000
0.796,0.258,0.000
0.765,0.356,0.000
0.765,0.420,0.000
0.753,0.291,0.000
0.744,0.258,0.000
0.725,0.420,0.000
0.714,0.227,0.000
0.725,0.098,0.000
0.725,0.162,0.000
0.725,0.322,0.333
0.714,0.258,0.000
0.725,0.227,0.000
0.725,0.000,0.333
0.734,0.000,0.000
0.734,0.000,0.000
0.753,0.000,0.000
0.714,0.291,0.000
0.714,0.098,0.333
0.734,0.129,0.000
0.734,0.129,0.000
0.753,0.000,0.000
0.744,0.129,0.000
0.765,0.258,0.000
0.774,0.291,0.000
0.774,0.356,0.000
0.753,0.420,0.000
0.744,0.356,0.000
0.744,0.227,0.000
0.765,0.227,0.000
0.744,0.227,0.000
0.744,0.193,0.000
0.753,0.000,0.000
0.765,0.129,0.000
0.744,0.291,0.000
0.744,0.129,0.000
0.744,0.129,0.000
0.734,0.000,0.000
0.725,0.000,0.000
0.714,0.129,0.000
0.693,0.098,0.000
0.693,0.193,0.667
0.704,0.098,0.667
0.734,0.000,0.667
0.753,0.000,0.000
0.785,0.129,0.000
0.785,0.258,0.000
0.765,0.322,0.000
0.765,0.322,0.000
0.744,0.387,0.000
0.744,0.485,0.000
0.725,0.387,0.000
0.725,0.420,0.000
0.725,0.420,0.000
0.704,0.420,0.000
0.682,0.322,0.000
0.682,0.322,0.000
0.673,0.258,0.000
0.662,0.258,0.000
0.662,0.258,0.000
0.652,0.193,0.000
0.652,0.162,0.000
0.652,0.098,0.000
0.642,0.129,0.000
0.642,0.193,0.000
0.640,0.162,0.000
0.640,0.098,0.000
0.660,0.000,0.000
0.682,0.000,0.000
0.714,0.193,0.000
0.734,0.291,0.000
0.725,0.322,0.000
0.734,0.322,0.000
0.734,0.322,0.000
0.734,0.387,0.000
0.744,0.485,0.000
0.725,0.485,0.000
0.704,0.451,0.000
0.693,0.420,0.000
0.674,0.420,0.000
0.662,0.356,0.000
0.662,0.322,0.000
0.652,0.258,0.000
0.652,0.291,0.000
0.642,0.322,0.000
0.652,0.162,0.000
0.652,0.162,0.000
0.654,0.129,0.000
0.652,0.098,0.000
0.662,0.000,0.000
0.660,0.098,0.000
0.673,0.129,0.000
0.682,0.098,0.000
0.704,0.258,0.000
0.714,0.291,0.000
0.714,0.322,0.000
0.714,0.356,0.000
0.725,0.356,0.000
0.725,0.451,0.000
0.725,0.451,0.000
0.714,0.387,0.000
0.704,0.451,0.000
0.693,0.387,0.000
0.682,0.387,0.000
0.674,0.322,0.000
0.662,0.227,0.000
0.660,0.227,0.000
0.660,0.227,0.000
0.662,0.162,0.000
0.662,0.193,0.000
0.662,0.000,0.000
0.673,0.000,0.000
0.673,0.000,0.000
0.673,0.000,0.000
0.673,0.162,0.000
0.682,0.000,0.000
0.682,0.129,0.000
0.704,0.098,0.000
0.734,0.193,0.000
0.734,0.258,0.000
0.744,0.387,0.000
0.753,0.356,0.000
0.744,0.387,0.000
0.744,0.451,0.000
0.734,0.356,0.000
0.714,0.356,0.000
0.704,0.356,0.000
0.693,0.322,0.000
0.693,0.291,0.000
0.682,0.193,0.000
0.674,0.193,0.000
0.674,0.193,0.000
0.673,0.227,0.000
0.673,0.193,0.000
0.673,0.129,0.000
0.673,0.098,0.000
0.682,0.000,0.000
0.693,0.000,0.000
0.693,0.098,0.667
0.693,0.098,0.667
0.704,0.129,0.000
0.725,0.193,0.000
0.732,0.162,0.000
0.744,0.258,0.000
0.753,0.291,0.000
0.753,0.420,0.000
0.753,0.420,0.000
0.744,0.451,0.000
0.744,0.356,0.000
0.725,0.387,0.000
0.704,0.420,0.000
0.693,0.322,0.000
0.693,0.258,0.000
0.693,0.227,0.000
0.693,0.098,0.000
0.682,0.129,0.000
0.679,0.162,0.000
0.682,0.162,0.000
0.684,0.162,0.000
0.693,0.000,0.000
0.693,0.129,0.000
0.693,0.000,0.000
0.704,0.000,0.000
0.713,0.000,0.000
0.725,0.098,0.000
0.725,0.258,0.000
0.734,0.291,0.000
0.732,0.322,0.000
0.753,0.258,0.000
0.765,0.258,0.000
0.753,0.356,0.000
0.744,0.387,0.000
0.725,0.387,0.000
0.714,0.387,0.000
0.704,0.420,0.000
0.693,0.356,0.000
0.693,0.258,0.000
0.693,0.193,0.000
0.693,0.129,0.000
0.693,0.098,0.000
0.704,0.098,0.000
0.704,0.000,0.000
0.704,0.000,0.000
0.704,0.000,0.000
0.693,0.000,0.000
0.682,0.129,0.000
0.693,0.162,0.000
0.693,0.000,0.000
0.713,0.162,0.000
0.732,0.098,0.000
0.744,0.258,0.000
0.753,0.227,0.000
0.765,0.356,0.000
0.765,0.387,0.000
0.765,0.420,0.000
0.753,0.420,0.000
0.744,0.387,0.000
0.725,0.356,0.000
0.714,0.291,0.000
0.693,0.356,0.000
0.688,0.387,0.667
0.677,0.322,0.000
0.673,0.193,0.000
0.673,0.193,0.000
0.673,0.193,0.000
0.673,0.258,0.000
0.660,0.129,0.000
0.673,0.162,0.000
0.673,0.129,0.000
0.673,0.098,0.000
0.682,0.000,0.667
0.693,0.000,0.000
0.725,0.098,0.000
0.753,0.227,0.000
0.744,0.258,0.000
0.744,0.258,0.000
0.765,0.420,0.000
0.753,0.515,0.000
0.753,0.451,0.000
0.734,0.451,0.000
0.744,0.387,0.000
0.725,0.387,0.000
0.725,0.356,0.000
0.707,0.387,0.000
0.688,0.420,0.000
0.677,0.227,0.000
0.682,0.162,0.000
0.677,0.193,0.000
0.682,0.193,0.000
0.682,0.162,0.000
0.682,0.193,0.000
0.674,0.227,0.000
0.682,0.162,0.000
0.682,0.000,0.000
0.693,0.129,0.000
0.698,0.162,0.000
0.704,0.098,0.000
0.725,0.154,0.000
0.753,0.227,0.000
0.753,0.322,0.000
0.753,0.387,0.000
0.765,0.420,0.000
0.753,0.451,0.000
0.744,0.485,0.000
0.741,0.485,0.000
0.725,0.420,0.000
0.713,0.420,0.000
0.704,0.291,0.000
0.693,0.227,0.000
0.693,0.162,0.000
0.693,0.000,0.000
0.679,0.129,0.000
0.693,0.129,0.000
0.679,0.129,0.000
0.682,0.162,0.000
0.693,0.129,0.000
0.693,0.162,0.000
0.682,0.162,0.000
0.693,0.098,0.000
0.693,0.162,0.000
0.704,0.162,0.000
0.714,0.129,0.000
0.732,0.227,0.000
0.744,0.193,0.000
0.744,0.322,0.000
0.753,0.387,0.000
0.744,0.420,0.000
0.734,0.485,0.000
0.725,0.485,0.000
0.714,0.420,0.000
0.704,0.387,0.000
0.693,0.356,0.000
0.679,0.291,0.000
0.682,0.291,0.000
0.674,0.291,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.682,0.098,0.000
0.682,0.098,0.000
0.682,0.098,0.000
0.682,0.129,0.000
0.673,0.098,0.000
0.679,0.000,0.667
0.693,0.098,0.667
0.704,0.162,0.000
0.718,0.129,0.000
0.734,0.258,0.000
0.753,0.193,0.000
0.744,0.291,0.000
0.753,0.258,0.000
0.753,0.322,0.000
0.753,0.322,0.000
0.734,0.356,0.000
0.734,0.387,0.000
0.725,0.356,0.000
0.704,0.291,0.000
0.679,0.322,0.000
0.682,0.258,0.000
0.674,0.227,0.000
0.674,0.227,0.000
0.662,0.227,0.000
0.652,0.193,0.000
0.652,0.162,0.000
0.652,0.129,0.000
0.642,0.098,0.667
0.643,0.098,0.667
0.655,0.098,0.667
0.662,0.129,0.667
0.684,0.129,0.667
0.725,0.162,0.000
0.734,0.258,0.000
0.753,0.322,0.000
0.753,0.322,0.000
0.753,0.356,0.000
0.753,0.420,0.000
0.753,0.451,0.000
0.744,0.485,0.000
0.734,0.387,0.000
0.714,0.291,0.000
0.693,0.258,0.000
0.693,0.291,0.000
0.693,0.258,0.000
0.693,0.162,0.000
0.704,0.098,0.000
0.693,0.162,0.000
0.693,0.162,0.000
0.693,0.129,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.684,0.098,0.000
0.704,0.129,0.000
0.734,0.098,0.000
0.753,0.162,0.000
0.774,0.258,0.000
0.774,0.258,0.000
0.774,0.356,0.000
0.785,0.420,0.000
0.774,0.420,0.000
0.774,0.485,0.000
0.765,0.420,0.000
0.744,0.356,0.000
0.725,0.356,0.000
0.704,0.291,0.000
0.704,0.193,0.000
0.714,0.000,0.000
0.714,0.098,0.000
0.704,0.129,0.000
0.693,0.098,0.000
0.693,0.129,0.000
0.693,0.098,0.000
0.693,0.162,0.000
0.693,0.098,0.000
0.682,0.129,0.000
0.693,0.098,0.000
0.714,0.129,0.000
0.725,0.162,0.000
0.753,0.000,0.000
0.774,0.258,0.000
0.774,0.258,0.000
0.774,0.258,0.000
0.785,0.356,0.000
0.774,0.387,0.000
0.765,0.387,0.000
0.744,0.387,0.000
0.734,0.356,0.000
0.725,0.356,0.000
0.704,0.258,0.000
0.693,0.227,0.000
0.693,0.193,0.000
0.682,0.129,0.000
0.693,0.129,0.000
0.693,0.129,0.000
0.682,0.193,0.000
0.682,0.098,0.000
0.673,0.098,0.000
0.673,0.000,0.000
0.673,0.162,0.000
0.674,0.098,0.000
0.704,0.000,0.000
0.734,0.098,0.000
0.765,0.162,0.000
0.753,0.162,0.000
0.774,0.227,0.000
0.774,0.356,0.000
0.765,0.291,0.000
0.765,0.322,0.000
0.765,0.291,0.000
0.744,0.322,0.000
0.734,0.258,0.000
0.714,0.193,0.000
0.714,0.258,0.000
0.693,0.193,0.000
0.693,0.129,0.000
0.704,0.000,0.000
0.693,0.129,0.000
0.707,0.129,0.000
0.707,0.129,0.000
0.714,0.258,0.000
0.714,0.193,0.000
0.704,0.129,0.000
0.704,0.162,0.000
0.704,0.129,0.000
0.714,0.193,0.000
0.725,0.162,0.000
0.734,0.193,0.000
0.756,0.162,0.000
0.785,0.000,0.000
0.774,0.387,0.000
0.765,0.322,0.000
0.744,0.387,0.000
0.734,0.356,0.000
0.727,0.387,0.000
0.714,0.322,0.000
0.714,0.322,0.000
0.704,0.291,0.000
0.704,0.193,0.000
0.704,0.227,0.000
0.704,0.162,0.000
0.704,0.000,0.000
0.704,0.193,0.000
0.704,0.000,0.000
0.714,0.129,0.000
0.714,0.227,0.000
0.704,0.193,0.000
0.704,0.098,0.000
0.714,0.129,0.000
0.725,0.098,0.000
0.744,0.000,0.000
0.744,0.129,0.000
0.765,0.258,0.000
0.765,0.129,0.000
0.785,0.485,0.000
0.785,0.387,0.000
0.774,0.387,0.000
0.765,0.356,0.000
0.753,0.387,0.000
0.744,0.387,0.000
0.714,0.322,0.000
0.704,0.387,0.000
0.704,0.322,0.000
0.693,0.322,0.000
0.693,0.322,0.000
0.682,0.162,0.000
0.682,0.162,0.000
0.682,0.193,0.000
0.682,0.193,0.000
0.682,0.162,0.000
0.679,0.162,0.000
0.682,0.227,0.000
0.687,0.193,0.000
0.693,0.129,0.000
0.713,0.162,0.000
0.725,0.193,0.000
0.734,0.291,0.000
0.744,0.258,0.000
0.753,0.387,0.000
0.765,0.387,0.000
0.753,0.387,0.000
0.753,0.387,0.000
0.734,0.485,0.000
0.734,0.420,0.000
0.725,0.356,0.000
0.704,0.322,0.000
0.704,0.291,0.000
0.693,0.193,0.000
0.704,0.258,0.000
0.693,0.227,0.000
0.693,0.162,0.000
0.693,0.193,0.000
0.693,0.193,0.000
0.682,0.129,0.000
0.679,0.098,0.000
0.682,0.193,0.000
0.693,0.162,0.000
0.698,0.162,0.000
0.714,0.098,0.000
0.732,0.098,0.000
0.744,0.291,0.000
0.753,0.227,0.000
0.760,0.258,0.000
0.753,0.322,0.000
0.765,0.322,0.000
0.753,0.387,0.000
0.744,0.322,0.000
0.734,0.387,0.000
0.722,0.356,0.000
0.704,0.291,0.000
0.704,0.258,0.000
0.704,0.227,0.000
0.704,0.193,0.000
0.693,0.129,0.000
0.693,0.098,0.000
0.693,0.098,0.000
0.693,0.000,0.000
0.704,0.000,0.000
0.693,0.000,0.000
0.682,0.000,0.000
0.688,0.098,0.000
0.707,0.098,0.000
0.734,0.000,0.000
0.737,0.000,0.000
0.753,0.258,0.000
0.765,0.258,0.000
0.765,0.356,0.000
0.765,0.387,0.000
0.765,0.356,0.000
0.765,0.420,0.000
0.744,0.387,0.000
0.725,0.387,0.000
0.714,0.322,0.000
0.693,0.291,0.000
0.693,0.258,0.000
0.682,0.193,0.000
0.682,0.227,0.000
0.682,0.227,0.000
0.673,0.193,0.000
0.682,0.098,0.000
0.682,0.098,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.693,0.129,0.000
0.693,0.098,0.000
0.693,0.000,0.000
0.713,0.129,0.000
0.734,0.098,0.000
0.744,0.162,0.000
0.753,0.258,0.000
0.753,0.193,0.000
0.753,0.356,0.000
0.753,0.387,0.000
0.753,0.420,0.000
0.753,0.485,0.000
0.734,0.451,0.000
0.714,0.420,0.000
0.693,0.387,0.000
0.693,0.322,0.000
0.693,0.258,0.000
0.682,0.227,0.000
0.682,0.227,0.000
0.682,0.098,0.000
0.673,0.098,0.000
0.673,0.098,0.000
0.682,0.098,0.000
0.673,0.129,0.000
0.652,0.129,0.000
0.673,0.000,0.000
0.693,0.000,0.000
0.704,0.193,0.000
0.725,0.258,0.000
0.714,0.227,0.000
0.725,0.227,0.000
0.725,0.258,0.000
0.734,0.356,0.000
0.725,0.356,0.000
0.725,0.322,0.000
0.725,0.322,0.000
0.714,0.356,0.000
0.693,0.322,0.000
0.693,0.322,0.000
0.693,0.356,0.000
0.693,0.258,0.000
0.682,0.227,0.000
0.682,0.291,0.000
0.682,0.227,0.000
0.682,0.098,0.000
0.673,0.000,0.000
0.673,0.129,0.000
0.673,0.000,0.000
0.673,0.098,0.000
0.682,0.000,0.000
0.693,0.000,0.000
0.714,0.000,0.000
0.734,0.129,0.000
0.765,0.227,0.000
0.753,0.227,0.000
0.765,0.291,0.000
0.765,0.322,0.000
0.753,0.387,0.000
0.753,0.485,0.000
0.744,0.420,0.000
0.734,0.322,0.000
0.725,0.291,0.000
0.714,0.258,0.000
0.704,0.193,0.000
0.704,0.129,0.000
0.704,0.098,0.000
0.704,0.000,0.000
0.704,0.129,0.000
0.704,0.000,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.704,0.098,0.000
0.734,0.000,0.000
0.765,0.000,0.000
0.836,0.000,0.000
0.836,0.258,0.000
0.817,0.291,0.000
0.826,0.291,0.000
0.836,0.387,0.000
0.817,0.387,0.000
0.796,0.387,0.000
0.805,0.451,0.000
0.796,0.451,0.000
0.765,0.485,0.000
0.744,0.291,0.000
0.744,0.291,0.000
0.744,0.356,0.000
0.744,0.227,0.000
0.744,0.000,0.000
0.744,0.000,0.000
0.725,0.000,0.000
0.725,0.098,0.000
0.725,0.000,0.000
0.714,0.098,0.000
0.714,0.000,0.000
0.718,0.000,0.667
0.744,0.129,0.000
0.774,0.098,0.000
0.785,0.227,0.000
0.836,0.227,0.000
0.817,0.291,0.000
0.817,0.387,0.000
0.826,0.485,0.000
0.796,0.387,0.000
0.817,0.451,0.000
0.836,0.549,0.000
0.805,0.485,0.000
0.817,0.387,0.000
0.796,0.356,0.000
0.765,0.356,0.000
0.744,0.227,0.000
0.734,0.258,0.000
0.725,0.129,0.000
0.704,0.193,0.000
0.682,0.129,0.000
0.682,0.000,0.000
0.693,0.000,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.693,0.000,0.667
0.714,0.000,0.667
0.734,0.129,0.000
0.744,0.227,0.000
0.774,0.162,0.000
0.785,0.227,0.000
0.785,0.387,0.000
0.774,0.387,0.000
0.765,0.420,0.000
0.753,0.387,0.000
0.744,0.387,0.000
0.744,0.322,0.000
0.725,0.258,0.000
0.704,0.227,0.000
0.693,0.129,0.000
0.704,0.098,0.000
0.693,0.162,0.000
0.693,0.129,0.000
0.702,0.098,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.682,0.000,0.000
0.707,0.000,0.000
0.682,0.098,0.000
0.704,0.098,0.000
0.725,0.098,0.000
0.753,0.000,0.000
0.765,0.258,0.000
0.774,0.227,0.000
0.785,0.227,0.000
0.774,0.291,0.000
0.774,0.258,0.000
0.774,0.451,0.000
0.765,0.387,0.000
0.753,0.322,0.000
0.744,0.291,0.000
0.725,0.162,0.000
0.725,0.162,0.000
0.725,0.162,0.000
0.725,0.162,0.000
0.714,0.098,0.000
0.714,0.000,0.000
0.714,0.000,0.000
0.714,0.000,0.000
0.704,0.129,0.000
0.698,0.098,0.000
0.714,0.162,0.000
0.713,0.193,0.000
0.725,0.193,0.000
0.746,0.162,0.000
0.785,0.162,0.000
0.796,0.227,0.000
0.796,0.322,0.000
0.796,0.291,0.000
0.796,0.322,0.000
0.796,0.322,0.000
0.796,0.322,0.000
0.785,0.291,0.000
0.765,0.258,0.000
0.753,0.162,0.000
0.744,0.129,0.000
0.744,0.098,0.000
0.744,0.098,0.000
0.746,0.193,0.000
0.727,0.227,0.000
0.727,0.258,0.000
0.725,0.162,0.000
0.725,0.162,0.000
0.722,0.227,0.000
0.716,0.129,0.000
0.725,0.162,0.000
0.725,0.098,0.000
0.725,0.129,0.000
0.737,0.162,0.000
0.765,0.000,0.000
0.785,0.227,0.000
0.785,0.291,0.000
0.796,0.291,0.000
0.796,0.258,0.000
0.796,0.322,0.000
0.796,0.356,0.000
0.774,0.322,0.000
0.765,0.227,0.000
0.744,0.258,0.000
0.725,0.162,0.000
0.714,0.162,0.000
0.714,0.000,0.000
0.714,0.098,0.000
0.714,0.000,0.000
0.707,0.098,0.000
0.704,0.098,0.000
0.702,0.098,0.000
0.704,0.193,0.000
0.714,0.162,0.000
0.714,0.162,0.000
0.714,0.162,0.000
0.734,0.162,0.000
0.737,0.098,0.000
0.765,0.098,0.000
0.774,0.227,0.000
0.785,0.322,0.000
0.785,0.322,0.000
0.796,0.291,0.000
0.785,0.387,0.000
0.774,0.387,0.000
0.753,0.420,0.000
0.741,0.387,0.000
0.725,0.356,0.000
0.719,0.322,0.000
0.704,0.356,0.000
0.704,0.227,0.000
0.704,0.193,0.000
0.693,0.000,0.000
0.704,0.193,0.000
0.704,0.162,0.000
0.704,0.129,0.000
0.713,0.098,0.000
0.725,0.000,0.000
0.725,0.129,0.000
0.714,0.129,0.000
0.725,0.129,0.000
0.725,0.129,0.000
0.734,0.129,0.000
0.756,0.129,0.000
0.765,0.356,0.000
0.785,0.387,0.000
0.765,0.420,0.000
0.760,0.485,0.000
0.744,0.387,0.000
0.741,0.420,0.000
0.734,0.420,0.000
0.714,0.387,0.000
0.707,0.322,0.000
0.704,0.291,0.000
0.693,0.193,0.000
0.693,0.193,0.000
0.693,0.162,0.000
0.704,0.098,0.000
0.693,0.000,0.000
0.704,0.129,0.000
0.693,0.098,0.000
0.704,0.098,0.000
0.707,0.129,0.000
0.714,0.098,0.000
0.714,0.129,0.000
0.714,0.129,0.000
0.714,0.098,0.000
0.734,0.258,0.000
0.744,0.162,0.000
0.756,0.227,0.000
0.753,0.258,0.000
0.765,0.387,0.000
0.753,0.420,0.000
0.744,0.420,0.000
0.734,0.387,0.000
0.714,0.420,0.000
0.704,0.387,0.000
0.693,0.291,0.000
0.693,0.322,0.000
0.693,0.258,0.000
0.679,0.162,0.000
0.679,0.291,0.000
0.682,0.258,0.000
0.682,0.227,0.000
0.693,0.227,0.000
0.693,0.098,0.000
0.693,0.098,0.000
0.693,0.129,0.000
0.698,0.098,0.000
0.713,0.000,0.000
0.734,0.193,0.000
0.753,0.258,0.000
0.744,0.258,0.000
0.744,0.291,0.000
0.753,0.356,0.000
0.753,0.420,0.000
0.744,0.420,0.000
0.734,0.420,0.000
0.725,0.420,0.000
0.714,0.451,0.000
0.704,0.322,0.000
0.693,0.258,0.000
0.693,0.227,0.000
0.693,0.193,0.000
0.693,0.129,0.000
0.693,0.162,0.000
0.682,0.129,0.000
0.682,0.129,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.682,0.162,0.000
0.704,0.162,0.000
0.722,0.000,0.000
0.753,0.193,0.000
0.744,0.227,0.000
0.753,0.193,0.000
0.765,0.258,0.000
0.785,0.420,0.000
0.774,0.420,0.000
0.785,0.485,0.000
0.774,0.485,0.000
0.765,0.420,0.000
0.744,0.420,0.000
0.734,0.227,0.000
0.734,0.098,0.000
0.725,0.098,0.000
0.725,0.098,0.000
0.725,0.000,0.000
0.714,0.000,0.000
0.714,0.162,0.000
0.714,0.098,0.000
0.714,0.000,0.000
0.714,0.098,0.000
0.714,0.129,0.000
0.714,0.193,0.000
0.725,0.258,0.000
0.753,0.193,0.000
0.774,0.162,0.000
0.774,0.291,0.000
0.817,0.193,0.000
0.805,0.322,0.000
0.817,0.356,0.000
0.805,0.356,0.000
0.774,0.356,0.000
0.774,0.291,0.000
0.774,0.322,0.000
0.744,0.291,0.000
0.744,0.162,0.000
0.753,0.162,0.000
0.734,0.193,0.000
0.734,0.162,0.000
0.734,0.000,0.000
0.734,0.129,0.000
0.734,0.000,0.000
0.734,0.098,0.000
0.734,0.098,0.000
0.734,0.162,0.000
0.744,0.000,0.000
0.753,0.162,0.000
0.753,0.162,0.333
0.765,0.227,0.000
0.774,0.162,0.000
0.796,0.227,0.000
0.817,0.193,0.000
0.856,0.162,0.000
0.826,0.291,0.000
0.805,0.291,0.000
0.796,0.322,0.000
0.785,0.291,0.000
0.774,0.322,0.000
0.753,0.291,0.000
0.753,0.291,0.000
0.744,0.227,0.000
0.725,0.193,0.000
0.725,0.193,0.000
0.725,0.162,0.000
0.734,0.000,0.000
0.734,0.000,0.000
0.725,0.098,0.000
0.725,0.000,0.000
0.725,0.000,0.000
0.714,0.000,0.000
0.714,0.000,0.667
0.744,0.000,0.667
0.765,0.000,0.000
0.817,0.000,0.000
0.826,0.258,0.000
0.826,0.291,0.000
0.826,0.356,0.000
0.796,0.387,0.000
0.796,0.420,0.000
0.785,0.420,0.000
0.765,0.420,0.000
0.744,0.420,0.000
0.725,0.356,0.000
0.725,0.291,0.000
0.714,0.162,0.000
0.704,0.098,0.000
0.704,0.129,0.000
0.704,0.000,0.000
0.704,0.098,0.000
0.693,0.000,0.000
0.693,0.098,0.000
0.682,0.098,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.679,0.000,0.000
0.714,0.000,0.000
0.734,0.000,0.000
0.744,0.129,0.000
0.767,0.227,0.000
0.774,0.258,0.000
0.774,0.322,0.000
0.785,0.356,0.000
0.785,0.356,0.000
0.785,0.451,0.000
0.774,0.420,0.000
0.765,0.387,0.000
0.744,0.291,0.000
0.725,0.227,0.000
0.725,0.227,0.000
0.725,0.193,0.000
0.725,0.000,0.000
0.725,0.129,0.000
0.725,0.098,0.000
0.725,0.000,0.000
0.714,0.000,0.000
0.714,0.162,0.667
0.714,0.129,0.667
0.714,0.129,0.667
0.714,0.129,0.667
0.725,0.098,0.667
0.753,0.129,0.000
0.785,0.227,0.000
0.796,0.258,0.000
0.796,0.291,0.000
0.805,0.356,0.000
0.805,0.356,0.000
0.796,0.387,0.000
0.796,0.387,0.000
0.785,0.420,0.000
0.765,0.322,0.000
0.753,0.322,0.000
0.744,0.291,0.000
0.744,0.162,0.000
0.744,0.162,0.000
0.734,0.000,0.000
0.734,0.098,0.000
0.734,0.000,0.000
0.725,0.162,0.000
0.714,0.098,0.000
0.714,0.098,0.000
0.714,0.000,0.667
0.714,0.098,0.667
0.713,0.000,0.667
0.734,0.000,0.000
0.774,0.098,0.000
0.796,0.098,0.000
0.805,0.193,0.000
0.817,0.258,0.000
0.805,0.356,0.000
0.805,0.451,0.000
0.796,0.549,0.000
0.774,0.420,0.000
0.767,0.356,0.000
0.767,0.387,0.000
0.730,0.387,0.000
0.730,0.258,0.000
0.714,0.291,0.000
0.725,0.129,0.000
0.714,0.162,0.000
0.725,0.000,0.000
0.714,0.000,0.000
0.725,0.000,0.000
0.725,0.000,0.000
0.725,0.000,0.000
0.714,0.000,0.000
0.725,0.098,0.000
0.714,0.000,0.000
0.748,0.000,0.000
0.767,0.000,0.000
0.785,0.258,0.000
0.796,0.291,0.000
0.826,0.227,0.000
0.822,0.322,0.000
0.785,0.515,0.000
0.785,0.451,0.000
0.796,0.485,0.000
0.774,0.420,0.000
0.785,0.291,0.000
0.774,0.193,0.000
0.765,0.129,0.000
0.753,0.193,0.000
0.744,0.227,0.000
0.734,0.129,0.000
0.725,0.098,0.000
0.725,0.000,0.000
0.744,0.098,0.000
0.744,0.129,0.000
0.725,0.000,0.000
0.734,0.000,0.000
0.725,0.000,0.000
0.734,0.000,0.000
0.765,0.000,0.000
0.796,0.000,0.000
0.836,0.162,0.000
0.856,0.227,0.000
0.845,0.258,0.000
0.856,0.322,0.000
0.836,0.420,0.000
0.826,0.485,0.000
0.817,0.420,0.000
0.805,0.291,0.000
0.805,0.356,0.000
0.785,0.227,0.000
0.774,0.129,0.000
0.765,0.129,0.000
0.765,0.098,0.000
0.765,0.098,0.000
